SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL,SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE,PARK_DESCRIPTION,DINNING_DESC,HEATING_FEATURES,UTILITIES,NUM_STORIES,ELEMENTARY_SCHOOL_RATING,MIDDLE_SCHOOL_RATING,HIGH_SCHOOL_RATING,BUYER_AGENCY_COMPENSATION,PRICE_PR_SQFT,REDFIN_ESTIMATE,EST_MONTHLY_PAY,Bike Score,Bike Score_type,Walk Score,Walk Score_type,Flood Factor,Fire Factor,Heat Factor,Wind Factor,OVERALL_NEARBY_PLACES,PRICE_HISTORY1_EVENT_DATE,PRICE_HISTORY1_EVENT_TYPE,PRICE_HISTORY1_PRICE,url,HAS_GARAGE,LAUNDARY_FEATURES,FLOORING_FEATURES,COOLING_FEATURES,PRICE_HISTORY2_EVENT_DATE,PRICE_HISTORY2_EVENT_TYPE,PRICE_HISTORY2_PRICE,PRICE_HISTORY3_EVENT_DATE,PRICE_HISTORY3_EVENT_TYPE,PRICE_HISTORY3_PRICE,BATH_DESCRIPTION,FEES_INCLUDE,HOA_FEE_FREQ,HOA_NAME,PRICE_HISTORY4_EVENT_DATE,PRICE_HISTORY4_EVENT_TYPE,PRICE_HISTORY4_PRICE,PRICE_HISTORY5_EVENT_DATE,PRICE_HISTORY5_EVENT_TYPE,PRICE_HISTORY5_PRICE,PRICE_HISTORY6_EVENT_DATE,PRICE_HISTORY6_EVENT_TYPE,PRICE_HISTORY6_PRICE,PRICE_HISTORY7_EVENT_DATE,PRICE_HISTORY7_EVENT_TYPE,PRICE_HISTORY7_PRICE,PRICE_HISTORY8_EVENT_DATE,PRICE_HISTORY8_EVENT_TYPE,PRICE_HISTORY8_PRICE,PRICE_HISTORY9_EVENT_DATE,PRICE_HISTORY9_EVENT_TYPE,PRICE_HISTORY9_PRICE,PRICE_HISTORY10_EVENT_DATE,PRICE_HISTORY10_EVENT_TYPE,PRICE_HISTORY10_PRICE,PRICE_HISTORY11_EVENT_DATE,PRICE_HISTORY11_EVENT_TYPE,PRICE_HISTORY11_PRICE,PRICE_HISTORY12_EVENT_DATE,PRICE_HISTORY12_EVENT_TYPE,PRICE_HISTORY12_PRICE
MLS Listing,,Single Family Residential,368 Ridge Rd,Woodside,CA,94062,2249000,4.0,2.0,WOODSIDE,2500.0,38500.0,1980.0,30,900.0,,Active,October-1-2023 02:00 PM,October-1-2023 04:00 PM,https://www.redfin.com/CA/Woodside/368-Ridge-Rd-94062/home/1027856,MLSListings,ML81940395,N,Y,37.43295,-122.3233736,Carport,Formal Dining Room,Central Forced Air (Gas),Public Utilities,2.0,NA,NA,NA,2.5,900.0,2227666.0,15902.0,23,Somewhat bikeable,4,Car-dependent,Minimal,Major,Minimal,Minimal,"Places3 groceries, 16 restaurants, 30 parksTransit260, 275, 278, 294, 295, 56, 58, 60, 61, 62, 67, 68, 73, 85, 95","Sep 21, 2023",Price ChangedMLSListings #ML81940395,2249000.0,https://www.redfin.com/CA/Woodside/368-Ridge-Rd-94062/home/1027856,,Washer/Dryer,"Stone, Tile, Wood",,"Aug 31, 2023",Price ChangedMLSListings #ML81940395,2550000.0,"Aug 31, 2023",Listed (Active)MLSListings #ML81940395,250050.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Vacant Land,0-250 Heacox Rd,Woodside,CA,94062,950000,,,WOODSIDE,,130680.0,,32,,,Active,,,https://www.redfin.com/CA/Woodside/250-Heacox-Rd-94062/home/148725003,MLSListings,ML81940243,N,Y,37.328203,-122.204802,,,,,,NA,NA,NA,2.5,,911813.0,6717.0,6,Somewhat bikeable,0,Car-dependent,Minimal,Moderate,Minimal,Minimal,"Places7 groceries, 12 restaurants, 24 parksTransit286, 40, 52, 85, 87, 89, Express 101, Express 102, Express 103, Express 104, M1 Shuttle, M1 Shuttle (City of Menlo Park), School 288, School 288L, School 288M","Aug 29, 2023",Listed (Active)MLSListings #ML81940243,950000.0,https://www.redfin.com/CA/Woodside/250-Heacox-Rd-94062/home/148725003,,,,,"Jan 20, 2022",ListedMLSListings #ML81875119,1950000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Vacant Land,0-220 Heacox Rd,Woodside,CA,94062,950000,,,WOODSIDE,,191664.0,,32,,,Active,,,https://www.redfin.com/CA/Redwood-City/220-Heacox-Rd-94062/home/187224411,MLSListings,ML81940242,N,Y,37.3308075,-122.2110227,,,,Other (See Remarks),,NA,NA,NA,2.5,,907548.0,6717.0,9,Somewhat bikeable,0,Car-dependent,NA,NA,NA,NA,"Places7 groceries, 13 restaurants, 25 parksTransit286, 40, 52, 80, 85, 87, 89, Express 101, Express 102, Express 103, Express 104, M1 Shuttle, M1 Shuttle (City of Menlo Park), School 288, School 288L, School 288M","Aug 29, 2023",Listed (Active)MLSListings #ML81940242,950000.0,https://www.redfin.com/CA/Redwood-City/220-Heacox-Rd-94062/home/187224411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Multi-Family (2-4 Unit),208 2nd Ave,Redwood City,CA,94063,2250000,,,REDWOOD CITY,4156.0,10560.0,1950.0,32,541.0,,Active,,,https://www.redfin.com/CA/Redwood-City/208-2nd-Ave-94063/home/1936419,MLSListings,ML81940142,N,Y,37.4717771,-122.2078311,Other,,Other (See Remarks),Other (See Remarks),1.0,NA,NA,6,2.5,541.0,2196817.0,15909.0,79,Very bikeable,82,Very walkable,Minimal,Minimal,Moderate,Minimal,"Places4 groceries, 33 restaurants, 0 parksTransit270, 275, 278, 296, 397, 72, 79, 82, 83, 84, 88, ECR, MPT Shuttle","Sep 27, 2023",Price ChangedMLSListings #ML81940142,2250000.0,https://www.redfin.com/CA/Redwood-City/208-2nd-Ave-94063/home/1936419,,,,Other (See Remarks),"Aug 29, 2023",Listed (Active)MLSListings #ML81940142,2350000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,143 Laurel St,Redwood City,CA,94063,849000,2.0,1.0,REDWOOD CITY,835.0,4500.0,1940.0,32,1017.0,,Active,,,https://www.redfin.com/CA/Redwood-City/143-Laurel-St-94063/home/1315360,MLSListings,ML81940140,N,Y,37.4778755,-122.2198957,Detached,No Formal Dining Room,Wall Furnace,Public Utilities,,NA,NA,6,2.5,1017.0,,6003.0,79,Very bikeable,90,Walker's paradise,Major,Minimal,Moderate,Minimal,"Places5 groceries, 26 restaurants, 2 parksTransit270, 275, 278, 295, 296, 397, 398, 72, 79, 95, B7, Bus Bridge, ECR, L1, L2, L3, L4, L5, L6, MPT Shuttle, SEA Shuttle","Aug 29, 2023",Listed (Active)MLSListings #ML81940140,849000.0,https://www.redfin.com/CA/Redwood-City/143-Laurel-St-94063/home/1315360,1.0,,,,,,,,,,Shower Over Tub,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Multi-Family (2-4 Unit),541 Madison Ave,Redwood City,CA,94061,1750000,6.0,4.0,REDWOOD CITY,2500.0,5200.0,1963.0,33,700.0,,Active,,,https://www.redfin.com/CA/Redwood-City/541-Madison-Ave-94061/home/811391,MLSListings,ML81940050,N,Y,37.4777058,-122.2326095,"Assigned Spaces, Detached",,Wall Furnace,Public Utilities,2.0,NA,3,6,2.5,700.0,1740766.0,12374.0,65,Bikeable,81,Very walkable,Minimal,Minimal,Moderate,Minimal,"Places5 groceries, 26 restaurants, 4 parksTransit270, 275, 278, 295, 296, 397, 398, 72, 73, 79, 95, B7, Bus Bridge, ECR, L1, L2, L3, L4, L5, L6, MPT Shuttle, SEA Shuttle","Aug 28, 2023",Listed (Active)MLSListings #ML81940050,1750000.0,https://www.redfin.com/CA/Redwood-City/541-Madison-Ave-94061/home/811391,3.0,"Coin-Operated, Washer/Dryer","Carpet, Hardwood, Vinyl/Linoleum",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,939 Corriente Point Dr,Redwood Shores,CA,94065,3488000,4.0,3.0,Redwood Shores,2690.0,5351.0,1992.0,35,1297.0,350.0,Active,,,https://www.redfin.com/CA/Redwood-City/939-Corriente-Point-Dr-94065/home/1661992,MLSListings,ML81939959,N,Y,37.5407036,-122.2461297,"Attached Garage, Parking Area, Room for Oversized Vehicle","Breakfast Bar, Formal Dining Room",Gas,"Individual Electric Meters, Individual Gas Meters",2.0,7,9,9,2.25,1297.0,3357279.0,25012.0,70,Very bikeable,10,Car-dependent,Extreme,Moderate,Minor,Minimal,"Places5 groceries, 19 restaurants, 19 parksTransit251, 256, 260, 54, 57, 60, 67, FCX, M, RLC Shuttle","Aug 26, 2023",Listed (Active)MLSListings #ML81939959,3488000.0,https://www.redfin.com/CA/Redwood-City/939-Corriente-Point-Dr-94065/home/1661992,2.0,In Utility Room,,Central Forced Air,"Jan 31, 2007",Listing RemovedMLSListings #ML80652228,NA,"Aug 16, 2006",ListedMLSListings #ML80652228,1499999.0,,"Pools, Spa, or Tennis, Recreation Facility, Other (See Remarks)",Monthly,"Laguna Pointe Association, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Multi-Family (5+ Unit),3212 Rolison Rd,Redwood City,CA,94063,3689000,0.0,,Redwood City,7040.0,10000.0,1964.0,36,524.0,,Active,,,https://www.redfin.com/CA/Redwood-City/3212-Rolison-Rd-94063/home/1212918,San Francisco MLS,423900070,N,Y,37.4839893,-122.1965746,,,"Natural Gas, Wall Furnace","City, Natural Gas Connected",2.0,3,NA,6,,524.0,,26084.0,71,Very bikeable,60,Somewhat walkable,Major,Minimal,Moderate,Minimal,"Places4 groceries, 15 restaurants, 4 parksTransit270, 296, 397, 72, 79, 82, 83, 84, 88, ECR, M3 Shuttle, M3 Shuttle (City of Menlo Park), MPT Shuttle, SEA Shuttle","Aug 24, 2023",Listed (Active)San Francisco MLS #423900070,3689000.0,https://www.redfin.com/CA/Redwood-City/3212-Rolison-Rd-94063/home/1212918,8.0,,"Carpet, Laminate, Vinyl",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,5 Quail Ct,Woodside,CA,94062,2600000,3.0,3.0,WOODSIDE,2550.0,113256.0,1975.0,36,1020.0,,Active,October-1-2023 01:00 PM,October-1-2023 03:00 PM,https://www.redfin.com/CA/Woodside/5-Quail-Ct-94062/home/2055376,MLSListings,ML81939802,N,Y,37.4651889,-122.3487191,"Attached Garage, Guest/Visitor Parking, Parking Area, Room for Oversized Vehicle","Dining Area, Dining Area in Family Room, No Formal Dining Room, Skylight(s)","Forced Air, Propane, Solar, Stove (Wood)","Propane On Site, Public Utilities, Solar Panels - Owned",1.0,NA,NA,NA,2.5,1020.0,2528522.0,18384.0,13,Somewhat bikeable,1,Car-dependent,Minimal,Major,Minimal,Minimal,"Places6 groceries, 12 restaurants, 28 parksTransit17, 18, 250, 260, 294, 295, 56, 58, 60, 61, 62, 67, 68, 95, CAM Shuttle","Aug 25, 2023",Listed (Active)MLSListings #ML81939802,2600000.0,https://www.redfin.com/CA/Woodside/5-Quail-Ct-94062/home/2055376,2.0,"In Garage, Washer/Dryer","Carpet, Hardwood, Tile",Whole House Fan,"Feb 23, 2012",Pending (Pending (Do Not Show))MLSListings #ML81203262,NA,"Feb 7, 2012",Pending (Pending Without Release)MLSListings #ML81203262,NA,"Primary (Tub w/ Jets), Shower and Tub, Stall Shower, Tile, Tub in Master Bedroom, 2+ Tubs, Updated Bath(s)",,,,"Jan 27, 2012",Listed (Active)MLSListings #ML81203262,1275000.0,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,517 Oak Park Way,Redwood City,CA,94062,4150000,4.0,3.5,REDWOOD CITY,3419.0,10500.0,1987.0,37,1214.0,,Active,October-1-2023 01:00 PM,October-1-2023 04:00 PM,https://www.redfin.com/CA/Emerald-Hills/517-Oak-Park-Way-94062/home/1686405,MLSListings,ML81939779,N,Y,37.4625237,-122.2752692,"Attached Garage, Electric Gate, Gate/Door Opener, Off-Street Parking, On Street, Parking Area",Dining Area in Living Room,"Central Forced Air, Forced Air, Heat Pump, Radiant, Radiant Floors",Public Utilities,3.0,NA,NA,6,2.5,1214.0,4057493.0,29343.0,15,Somewhat bikeable,18,Car-dependent,Minimal,Major,Minor,Minimal,"Places3 groceries, 16 restaurants, 19 parksTransit275, 278, 295, 61, 73, 79, 85, 95","Sep 26, 2023",Price ChangedMLSListings #ML81939779,4150000.0,https://www.redfin.com/CA/Emerald-Hills/517-Oak-Park-Way-94062/home/1686405,2.0,"Inside, Washer/Dryer","Carpet, Concrete, Tile",Central Forced Air,"Aug 24, 2023",Listed (Active)MLSListings #ML81939779,4500000.0,"Jul 23, 2004",Listing RemovedMLSListings #ML80401303,NA,"Double Sinks, Dual Flush Toilet, Full on Ground Floor, Primary (Stall Shower(s)), 2+ Stall Shower, Tile, Tub, Updated Bath(s)",,,,"Jun 1, 2004",ListedMLSListings #ML80401303,1495000.0,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Condo/Co-op,509 Shoal Cir,Redwood Shores,CA,94065,998000,1.0,2.0,Redwood Shores,1323.0,256350.0,1992.0,37,754.0,489.0,Active,,,https://www.redfin.com/CA/Redwood-City/509-Shoal-Cir-94065/home/1555787,MLSListings,ML81937820,N,Y,37.5409764,-122.2364137,"Attached Garage, Guest/Visitor Parking","Dining ""L""",Central Forced Air,Public Utilities,2.0,7,9,9,2.5,754.0,980227.0,7545.0,69,Bikeable,12,Car-dependent,Extreme,Moderate,Moderate,Minimal,"Places5 groceries, 18 restaurants, 17 parksTransit251, 256, 260, 54, 57, 60, 67, FCX, M, RLC Shuttle","Sep 27, 2023",Price ChangedMLSListings #ML81937820,998000.0,https://www.redfin.com/CA/Redwood-City/509-Shoal-Cir-94065/home/1555787,1.0,"Inside, Washer/Dryer",Wood,,"Aug 24, 2023",Listed (Active)MLSListings #ML81937820,1029000.0,,,,"Double Sinks, Primary - Oversized Tub, 2+ Showers Over Tubs, Tub in Master Bedroom","Common Area Electricity, Common Area Gas, Decks, Insurance (Common Area), Landscaping/Gardening, Maintenance (Common Area), Maintenance (Exterior), Maintenance (Road), Pools, Spa, or Tennis, Roof",Monthly,Hampton HOA Managed by Common Interest,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,428 Myrtle St,Redwood City,CA,94062,2988000,4.0,3.0,REDWOOD CITY,2808.0,7551.0,1928.0,37,1064.0,,Active,,,https://www.redfin.com/CA/Redwood-City/428-Myrtle-St-94062/home/1761382,MLSListings,ML81939263,N,Y,37.4763547,-122.2421017,Detached,Formal Dining Room,Central Forced Air,"Public Utilities, Solar Panels - Owned",2.0,NA,3,6,2.5,1064.0,2935450.0,21127.0,40,Somewhat bikeable,43,Car-dependent,Minimal,Minimal,Moderate,Minimal,"Places4 groceries, 17 restaurants, 7 parksTransit270, 275, 278, 295, 296, 397, 398, 72, 73, 79, 95, B7, Bus Bridge, ECR, L1, L2, L3, L4, L5, L6, MPT Shuttle, SEA Shuttle","Sep 20, 2023",Price ChangedMLSListings #ML81939263,2988000.0,https://www.redfin.com/CA/Redwood-City/428-Myrtle-St-94062/home/1761382,2.0,"Electricity Hookup (220V), Hookup (Gas Dryer), Inside","Hardwood, Tile",,"Aug 24, 2023",Listed (Active)MLSListings #ML81939263,3125000.0,,,,"Double Sinks, Full on Ground Floor, Oversized Tub, Skylight, Stall Shower, Tub w/Jets",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Multi-Family (2-4 Unit),217 Dumbarton Ave,Redwood City,CA,94063,999888,4.0,2.0,REDWOOD CITY,1320.0,2552.0,1958.0,38,757.0,,Active,,,https://www.redfin.com/CA/Redwood-City/217-Dumbarton-Ave-94063/home/1694711,MLSListings,ML81939610,N,Y,37.4736252,-122.2110827,Other,,Other (See Remarks),"Individual Electric Meters, Individual Gas Meters, Public Utilities",1.0,NA,NA,6,2.5,757.0,997856.0,7070.0,79,Very bikeable,76,Very walkable,Minimal,Minimal,Moderate,Minimal,"Places6 groceries, 32 restaurants, 0 parksTransit270, 275, 278, 296, 397, 72, 79, 84, ECR, MPT Shuttle, SEA Shuttle","Aug 23, 2023",Listed (Active)MLSListings #ML81939610,999888.0,https://www.redfin.com/CA/Redwood-City/217-Dumbarton-Ave-94063/home/1694711,,,,Other (See Remarks),"Feb 17, 2002",Listing RemovedMLSListings #ML80203564,NA,"Jan 24, 2002",ListedMLSListings #ML80203564,425000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,731 Valota Rd,Redwood City,CA,94061,1895000,5.0,3.0,REDWOOD CITY,2554.0,5998.0,1960.0,38,742.0,,Active,,,https://www.redfin.com/CA/Redwood-City/731-Valota-Rd-94061/home/1836536,MLSListings,ML81939607,N,Y,37.4713558,-122.2403289,Attached Garage,No Formal Dining Room,"Forced Air, Gas, Heating (2+ Zones)","Individual Electric Meters, Public Utilities",2.0,NA,NA,6,2.5,742.0,1847312.0,13399.0,60,Bikeable,72,Very walkable,Moderate,Minimal,Moderate,Minimal,"Places6 groceries, 12 restaurants, 9 parksTransit270, 275, 278, 295, 296, 397, 398, 72, 73, 79, 95, B7, Bus Bridge, ECR, L1, L2, L3, L4, L5, L6, MPT Shuttle, SEA Shuttle","Aug 23, 2023",Listed (Active)MLSListings #ML81939607,1895000.0,https://www.redfin.com/CA/Redwood-City/731-Valota-Rd-94061/home/1836536,1.0,"In Garage, Washer/Dryer","Carpet, Tile, Vinyl/Linoleum",,,,,,,,"Primary (Stall Shower(s)), Tub, Updated Bath(s)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,1587 Valota Rd,Redwood City,CA,94061,1995000,5.0,3.0,REDWOOD CITY,4377.0,8214.0,1927.0,38,456.0,,Active,,,https://www.redfin.com/CA/Redwood-City/1587-Valota-Rd-94061/home/1979843,MLSListings,ML81938762,N,Y,37.4633883,-122.2308393,"Parking Area, Uncovered Parking","Dining Area, Dining Area in Family Room",Forced Air,Public Utilities,2.0,3,NA,6,2.5,456.0,1951888.0,14106.0,61,Bikeable,70,Very walkable,Minimal,Minimal,Moderate,Minimal,"Places2 groceries, 28 restaurants, 6 parksTransit270, 275, 278, 295, 296, 397, 398, 72, 79, 87, 95, B7, Bus Bridge, ECR, L1, L2, L3, L4, L5, L6, MPT Shuttle, SEA Shuttle","Aug 23, 2023",Listed (Active)MLSListings #ML81938762,1995000.0,https://www.redfin.com/CA/Redwood-City/1587-Valota-Rd-94061/home/1979843,,,,,"Mar 31, 2023",Pending (Pending (Do Not Show))MLSListings #ML81922009,NA,"Mar 19, 2023",Listed (Active)MLSListings #ML81922009,1649000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Multi-Family (2-4 Unit),2937 Calvin Ave,Redwood City,CA,94063,1499000,6.0,4.0,REDWOOD CITY,3866.0,5000.0,1962.0,42,388.0,,Active,,,https://www.redfin.com/CA/Redwood-City/2937-Calvin-Ave-94063/home/2058055,MLSListings,ML81937633,N,Y,37.4730931,-122.2096554,Attached Garage,,"Gas, Wall Furnace","Individual Electric Meters, Individual Gas Meters, Public Utilities",2.0,NA,NA,6,2.0,388.0,1463287.0,10599.0,79,Very bikeable,79,Very walkable,Minimal,Minimal,Moderate,Minimal,"Places4 groceries, 34 restaurants, 0 parksTransit270, 275, 278, 296, 397, 72, 79, 84, ECR, MPT Shuttle, SEA Shuttle","Sep 8, 2023",Relisted (Active)MLSListings #ML81937633,NA,https://www.redfin.com/CA/Redwood-City/2937-Calvin-Ave-94063/home/2058055,4.0,,,,"Aug 28, 2023",Pending (Pending (Do Not Show))MLSListings #ML81937633,NA,"Aug 8, 2023",Listed (Active)MLSListings #ML81937633,1499000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,13370 Skyline Blvd,Woodside,CA,94062,3500000,3.0,4.0,WOODSIDE,4671.0,39472.0,2009.0,43,749.0,,Active,October-1-2023 01:00 PM,October-1-2023 04:00 PM,https://www.redfin.com/CA/Woodside/13370-Skyline-Blvd-94062/home/1277172,MLSListings,ML81937574,N,Y,37.446091,-122.331533,"Gate/Door Opener, Parking Area, Room for Oversized Vehicle, Uncovered Parking, Workshop in Garage",Dining Bar,"Heating (2+ Zones), Radiant Floors, Stove (Wood)",Propane On Site,2.0,NA,NA,NA,2.5,749.0,3386741.0,24747.0,11,Somewhat bikeable,3,Car-dependent,Minimal,Moderate,Minimal,Minimal,"Places5 groceries, 9 restaurants, 30 parksTransit260, 275, 278, 294, 295, 56, 58, 60, 61, 62, 67, 68, 73, 85, 95","Aug 18, 2023",Listed (Active)MLSListings #ML81937574,3500000.0,https://www.redfin.com/CA/Woodside/13370-Skyline-Blvd-94062/home/1277172,3.0,"Electricity Hookup (220V), Washer/Dryer","Hardwood, Tile",,"May 31, 2001",Listing RemovedMLSListings #ML80120863,NA,"Apr 17, 2001",ListedMLSListings #ML80120863,699000.0,"Full on Ground Floor, Primary (Tub w/ Jets), 2+ Showers Over Tubs, Steam Shower, Tub w/Jets",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,335 Samson St,Redwood City,CA,94063,1699000,3.0,2.0,REDWOOD CITY,1140.0,5000.0,1937.0,44,1490.0,,Active,,,https://www.redfin.com/CA/Redwood-City/335-Samson-St-94063/home/1388281,MLSListings,ML81938911,N,Y,37.4907039,-122.2345674,Off-Street Parking,Eat in Kitchen,Forced Air,"Public Utilities, Solar Panels - Lien",,NA,3,6,2.5,1490.0,1663716.0,12013.0,84,Very bikeable,91,Walker's paradise,Moderate,Minimal,Moderate,Minimal,"Places3 groceries, 24 restaurants, 2 parksTransit270, 275, 278, 295, 296, 397, 398, 72, 73, 79, 95, B7, Bus Bridge, ECR, L1, L2, L3, L4, L5, L6, MPT Shuttle, SEA Shuttle","Aug 17, 2023",Listed (Active)MLSListings #ML81938911,1699000.0,https://www.redfin.com/CA/Redwood-City/335-Samson-St-94063/home/1388281,,"Dryer, Inside, Washer","Hardwood, Tile",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Condo/Co-op,601 Leahy St #102,Redwood City,CA,94061,900000,3.0,2.0,REDWOOD CITY,1555.0,,1975.0,44,579.0,675.0,Active,,,https://www.redfin.com/CA/Redwood-City/601-Leahy-St-94061/unit-102/home/1911835,MLSListings,ML81938836,N,Y,37.4706258,-122.2162632,"Assigned Spaces, Gate/Door Opener",Dining Area,Individual Room Controls,Public Utilities,1.0,3,NA,6,2.5,579.0,889979.0,7039.0,76,Very bikeable,82,Very walkable,NA,NA,NA,NA,"Places2 groceries, 24 restaurants, 1 parkTransit270, 275, 278, 295, 296, 397, 398, 72, 79, 84, 95, B7, Bus Bridge, ECR, L1, L2, L3, L4, L5, L6, MPT Shuttle, SEA Shuttle","Aug 17, 2023",Listed (Active)MLSListings #ML81938836,900000.0,https://www.redfin.com/CA/Redwood-City/601-Leahy-St-94061/unit-102/home/1911835,1.0,Inside,"Carpet, Laminate",,,,,,,,,"Common Area Electricity, Common Area Gas, Maintenance (Exterior)",Monthly,Sequoia Homeowners Association,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Condo/Co-op,4004 Farm Hill Blvd #302,Redwood City,CA,94061,699000,2.0,1.0,REDWOOD CITY,916.0,,1973.0,47,763.0,646.0,Active,,,https://www.redfin.com/CA/Redwood-City/4004-Farm-Hill-Blvd-94061/unit-302/home/1509194,MLSListings,ML81938345,N,Y,37.4514092,-122.2611582,"Assigned Spaces, Carport","Dining ""L"", No Formal Dining Room, Skylight(s)",Electric,Individual Electric Meters,1.0,NA,NA,6,2.5,763.0,689306.0,5588.0,27,Somewhat bikeable,13,Car-dependent,Severe,Major,Minor,Minimal,"Places5 groceries, 20 restaurants, 7 parksTransit275, 278, 295, 61, 72, 73, 79, 85, 87","Sep 21, 2023",Price ChangedMLSListings #ML81938345,699000.0,https://www.redfin.com/CA/Redwood-City/4004-Farm-Hill-Blvd-94061/unit-302/home/1509194,1.0,"Electricity Hookup (110V), Inside, Washer/Dryer","Carpet, Tile",,"Sep 7, 2023",Price ChangedMLSListings #ML81938345,748000.0,"Aug 14, 2023",Listed (Active)MLSListings #ML81938345,798000.0,"Shower Over Tub, Skylight, Tub","Common Area Electricity, Exterior Painting, Garbage, Insurance (Structure), Landscaping/Gardening, Maintenance (Common Area), Maintenance (Exterior), Management Fee, Pools, Spa, or Tennis, Roof, Water/Sewer",Monthly,Farm Hill Vista Homeowners Assoc,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Condo/Co-op,1614 Hudson St #216,Redwood City,CA,94061,598000,2.0,1.0,REDWOOD CITY,850.0,,1964.0,50,704.0,649.0,Active,,,https://www.redfin.com/CA/Redwood-City/1614-Hudson-St-94061/unit-216/home/1989822,MLSListings,ML81938150,N,Y,37.4691618,-122.2244835,Assigned Spaces,"Breakfast Nook, Dining Area, Dining Area in Living Room",Electric,Public Utilities,1.0,3,NA,6,2.5,704.0,593025.0,4877.0,73,Very bikeable,84,Very walkable,Minimal,NA,Moderate,Minimal,"Places3 groceries, 26 restaurants, 3 parksTransit270, 275, 278, 295, 296, 397, 398, 72, 79, 95, B7, Bus Bridge, ECR, L1, L2, L3, L4, L5, L6, MPT Shuttle, SEA Shuttle","Aug 11, 2023",Listed (Active)MLSListings #ML81938150,598000.0,https://www.redfin.com/CA/Redwood-City/1614-Hudson-St-94061/unit-216/home/1989822,,Community Facility,,,"Jan 23, 2006",Listing RemovedMLSListings #ML80568664,NA,"Nov 24, 2005",ListedMLSListings #ML80568664,359000.0,Shower Over Tub,"Common Area Electricity, Garbage, Hot Water, Insurance (Common Area), Maintenance (Common Area), Roof, Water",Monthly,MZM Condominiums / Tri-State Enterprises,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Multi-Family (5+ Unit),1141 Whipple Ave,Redwood City,CA,94062,5000000,12.0,21.0,REDWOOD CITY,17113.0,8190.0,1932.0,51,292.0,,Active,,,https://www.redfin.com/CA/Redwood-City/1141-Whipple-Ave-94062/home/2047620,MLSListings,ML81937986,N,Y,37.4890906,-122.2411383,Attached Garage,,Radiant,Public Utilities,,NA,3,6,2.0,292.0,,35353.0,85,Very bikeable,91,Walker's paradise,Minimal,Minimal,Moderate,Minimal,"Places2 groceries, 22 restaurants, 2 parksTransit260, 270, 275, 278, 295, 296, 397, 398, 61, 73, 79, 95, B7, Bus Bridge, ECR, L1, L2, L3, L4, L5, L6, MPT Shuttle, SEA Shuttle","Aug 10, 2023",Listed (Active)MLSListings #ML81937986,5000000.0,https://www.redfin.com/CA/Redwood-City/1141-Whipple-Ave-94062/home/2047620,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
